brand,model,year,body_type,engine_size,cylinders,turbo,horsepower,torque_nm,weight,wheelbase_mm,length_mm,width_mm,height_mm,doors,seats,transmission,fuel_type,drivetrain,odometer_km,city_ratio,battery_kwh,emission_std,co2_gpkm,l_per_100km,price,target_mileage
Nissan,Rogue,2024,wagon,1.42,4,1,166.0,276,1774.0,2598,4253,1738,1421,5,5,automatic,hybrid,FWD,24018.0,0.19,1.61,EURO 6d,100.5,5.02,26825,19.91
Hyundai,Sonata,2022,sedan,1.3,4,1,150.0,230,1441.0,2537,4135,1761,1436,4,5,automatic,hybrid,AWD,,0.318,1.87,EURO 6d,88.8,4.44,25965,22.52
Audi,A4,2014,crossover,4.0,8,1,429.0,664,2601.0,2846,4843,1915,1566,5,5,automatic,petrol,AWD,240203.0,0.53,0.0,EURO 5,535.9,22.4,36509,4.46
Hyundai,Ioniq,2017,suv,1.2,4,1,164.0,227,1857.0,2550,4390,1801,1630,5,5,manual,hybrid,RWD,80176.0,0.147,1.83,EURO 6,111.3,5.56,22530,17.97
Kia,Niro,2006,suv,1.76,4,0,145.0,259,1953.0,2609,4531,1820,1616,5,5,manual,hybrid,FWD,206248.0,0.683,1.4,EURO 4,106.7,5.34,8447,18.74
Honda,CR-V,2014,crossover,1.17,3,0,106.0,177,1743.0,2599,4171,1762,1550,5,5,automatic,petrol,RWD,140860.0,0.273,0.0,EURO 5,122.8,5.14,13613,19.47
Chevrolet,Malibu,2018,hatchback,3.53,8,1,305.0,505,1963.0,2785,4734,1888,1502,5,5,automatic,petrol,FWD,185521.0,0.189,0.0,EURO 6,177.8,7.43,31793,13.45
Ford,F-150,2009,suv,1.72,4,1,190.0,280,1993.0,2578,4560,1851,1615,5,5,automatic,diesel,AWD,450000.0,0.617,0.0,EURO 4,167.4,6.34,11598,15.77
Ford,Escape,2017,crossover,2.0,4,1,204.0,325,1833.0,2632,4465,1824,1573,5,5,automatic,petrol,FWD,146873.0,0.387,0.0,EURO 6,147.7,6.17,26039,16.2
Kia,Niro,2024,wagon,2.08,4,0,152.0,270,1744.0,2622,4432,1803,1471,5,5,cvt,diesel,FWD,7985.0,0.491,0.0,EURO 6d,128.1,4.85,27433,20.6
Audi,Q5,2024,wagon,1.05,3,1,178.0,251,1728.0,2513,4270,1760,1440,5,5,automatic,petrol,RWD,10747.0,0.359,0.0,EURO 6d,147.5,6.17,28122,16.21
Ford,Fusion,2007,wagon,1.45,4,1,164.0,240,1803.0,2505,4235,1781,1447,5,5,automatic,diesel,RWD,440194.0,0.321,0.0,EURO 4,142.8,5.41,9795,18.49
Honda,Accord,2006,sedan,3.87,8,0,272.0,442,2146.0,2870,4832,1904,1469,4,5,automatic,petrol,AWD,450000.0,0.286,0.0,EURO 4,167.4,7.0,11419,14.29
Nissan,Sentra,2019,suv,4.6,8,0,319.0,540,2509.0,2961,5207,2002,1633,5,7,,petrol,RWD,151351.0,0.231,0.0,EURO 6,212.5,8.88,30420,11.26
Hyundai,Elantra,2023,crossover,1.64,4,0,141.0,189,1791.0,2621,4287,1785,1558,5,5,manual,hybrid,FWD,36255.0,0.403,1.56,EURO 6d,81.9,4.09,25992,24.43
Volkswagen,Golf,2017,suv,1.35,4,0,118.0,165,1936.0,2531,4439,1817,1632,5,7,manual,hybrid,FWD,76993.0,0.514,1.75,EURO 6,90.9,4.55,21531,21.99
Toyota,RAV4,2015,suv,2.51,6,0,211.0,325,2255.0,2697,4743,1856,1618,5,5,manual,diesel,AWD,257934.0,0.734,0.0,EURO 6,172.8,6.55,23245,15.28
Ford,Focus,2019,crossover,4.33,8,1,347.0,602,2474.0,2958,4968,1948,1587,5,5,automatic,hybrid,FWD,139383.0,0.1,1.81,EURO 6,123.4,6.17,30362,16.21
Ford,F-150,2023,coupe,1.71,4,0,174.0,282,1524.0,2632,4382,1792,1453,2,5,automatic,petrol,FWD,26807.0,0.334,0.0,EURO 6d,125.2,5.23,23762,19.11
Chevrolet,Silverado,2013,sedan,4.72,8,0,374.0,635,2212.0,2933,5119,1936,1413,4,5,cvt,hybrid,RWD,189177.0,0.706,1.55,EURO 5,148.0,7.4,28345,13.51
Honda,Accord,2021,crossover,1.93,4,1,218.0,338,1755.0,2594,4407,1778,1559,5,5,automatic,hybrid,FWD,83143.0,0.276,1.3,EURO 6d,91.4,4.57,24477,21.87
Hyundai,Sonata,2024,hatchback,5.57,12,0,,669,2380.0,3034,5414,1983,1454,5,5,automatic,petrol,FWD,21363.0,0.81,0.0,EURO 6d,257.7,10.77,38996,9.28
Kia,Optima,2006,sedan,2.39,6,0,126.0,216,1729.0,2696,4539,1808,1444,4,5,manual,diesel,RWD,450000.0,0.38,0.0,EURO 4,152.7,5.78,6889,17.29
BMW,X3,2021,sedan,1.77,4,1,250.0,378,1542.0,2604,4332,1797,1439,4,5,manual,petrol,FWD,75299.0,0.353,0.0,EURO 6d,146.5,6.13,34151,16.32
Mercedes,GLC,2008,hatchback,1.76,4,0,217.0,366,1357.0,2613,4351,1769,1487,5,5,automatic,diesel,FWD,270065.0,0.267,0.0,EURO 4,151.5,5.74,15815,17.42
Toyota,Camry,2005,sedan,2.43,6,0,167.0,290,1778.0,2699,4636,1821,1408,4,5,cvt,petrol,FWD,450000.0,0.218,0.0,EURO 4,109.2,4.57,6334,21.9
Nissan,Sentra,2005,pickup,4.51,8,0,317.0,577,2820.0,3113,5345,1963,1416,4,5,cvt,petrol,FWD,281092.0,0.213,0.0,EURO 4,193.3,8.08,16624,12.38
Hyundai,Sonata,2022,hatchback,1.56,4,0,134.0,251,1425.0,2559,4344,1732,1452,5,5,manual,petrol,RWD,91326.0,0.232,0.0,EURO 6d,141.1,5.9,25035,16.95
Kia,Niro,2022,hatchback,3.4,8,0,241.0,391,1876.0,2793,4704,1914,1449,5,5,cvt,hybrid,RWD,70342.0,0.566,1.7,EURO 6d,86.7,4.34,31426,23.07
Chevrolet,Cruze,2021,suv,1.42,4,1,193.0,296,1813.0,2558,4464,1827,1607,5,5,automatic,petrol,FWD,80231.0,0.497,0.0,EURO 6d,128.5,5.37,24223,18.61
Toyota,RAV4,2010,hatchback,4.35,8,1,327.0,543,2183.0,2965,5024,1909,1425,5,5,cvt,petrol,AWD,,0.05,0.0,EURO 5,173.8,7.27,22421,13.76
Ford,Fusion,2018,hatchback,1.46,4,1,160.0,252,1477.0,2599,4271,1745,1471,5,5,automatic,diesel,FWD,134730.0,0.835,0.0,EURO 6,136.8,5.18,25089,19.3
Audi,Q5,2012,suv,4.12,8,1,429.0,670,2466.0,2936,5154,1986,1632,5,7,automatic,diesel,FWD,450000.0,0.37,0.0,EURO 5,196.9,7.46,31493,13.41
Toyota,Prius,2010,crossover,3.89,8,0,267.0,477,2520.0,2870,4962,1891,1568,5,5,automatic,diesel,AWD,306527.0,0.839,0.0,EURO 5,332.1,12.58,20834,7.95
Mercedes,E-Class,2017,pickup,1.43,4,1,217.0,301,1992.0,2788,4721,1724,1432,4,5,automatic,diesel,RWD,84354.0,0.593,0.0,EURO 6,136.1,5.15,25637,19.4
Ford,Escape,2019,sedan,1.39,4,1,158.0,271,1450.0,2606,4177,1743,1440,4,5,automatic,petrol,RWD,114180.0,0.195,0.0,EURO 6,119.9,5.01,22184,19.95
Ford,Focus,2005,pickup,5.65,12,0,399.0,715,3149.0,3200,5600,2022,1458,4,5,manual,electric,AWD,449637.0,0.593,103.61,EURO 4,0.8,2.09,24546,47.94
Toyota,Corolla,2017,suv,1.36,4,0,129.0,197,1758.0,2543,4394,1847,1669,5,7,automatic,petrol,FWD,93809.0,0.125,0.0,EURO 6,118.2,4.94,19311,20.24
Volkswagen,Golf,2006,suv,6.18,12,0,421.0,732,3133.0,3082,5600,2050,1625,5,5,automatic,diesel,AWD,211965.0,0.274,0.0,EURO 4,318.5,12.07,28417,8.29
Ford,Fusion,2023,sedan,2.51,6,0,214.0,350,1830.0,2703,4494,1815,1449,4,5,automatic,petrol,AWD,13063.0,0.088,0.0,EURO 6d,133.9,5.6,31233,17.87
Volkswagen,Tiguan,2021,sedan,1.45,4,0,151.0,240,1475.0,2546,4254,1778,1493,4,5,manual,hybrid,FWD,55365.0,0.496,1.85,EURO 6d,76.8,3.84,26327,26.04
Hyundai,Tucson,2021,sedan,2.82,6,1,258.0,402,1998.0,2725,4584,1854,1480,4,5,automatic,petrol,AWD,121543.0,0.43,0.0,EURO 6d,247.2,10.34,27738,9.68
Toyota,Camry,2006,wagon,5.03,12,0,340.0,627,2634.0,3052,5159,2004,1433,5,5,automatic,diesel,AWD,0.0,0.206,0.0,EURO 4,279.8,10.6,22298,9.43
BMW,X5,2012,sedan,2.4,6,0,232.0,409,1868.0,2628,4547,1824,1463,4,5,manual,electric,AWD,194966.0,0.552,63.6,EURO 5,-2.7,1.78,22379,56.08
Hyundai,Sonata,2014,pickup,2.46,6,0,163.0,296,2182.0,2915,4951,1819,1422,4,5,manual,petrol,FWD,149294.0,0.207,0.0,EURO 5,114.3,4.78,21256,20.93
Chevrolet,Cruze,2017,sedan,3.8,8,0,278.0,478,2074.0,2885,4799,1931,1465,4,5,automatic,hybrid,FWD,177637.0,0.513,1.94,EURO 6,123.3,6.16,24607,16.23
Toyota,Camry,2023,suv,2.05,4,0,153.0,287,1917.0,2629,4707,1849,1622,5,7,dct,electric,FWD,34116.0,0.392,64.42,EURO 6d,-1.1,2.1,32588,47.54
Ford,Escape,2008,crossover,1.49,4,1,191.0,238,1707.0,2604,4303,1737,1556,5,5,automatic,petrol,FWD,289101.0,0.329,0.0,EURO 4,152.2,6.36,8279,15.72
Toyota,Prius,2016,hatchback,2.75,6,0,183.0,314,1583.0,2698,4622,1842,1445,5,5,automatic,petrol,FWD,135688.0,0.302,0.0,EURO 6,134.7,5.63,17737,17.76
Toyota,Prius,2019,sedan,3.06,6,0,225.0,353,1828.0,2790,4639,1864,1449,4,5,automatic,petrol,AWD,55670.0,0.391,0.0,EURO 6,172.3,7.2,26367,13.88
Hyundai,Elantra,2015,sedan,3.79,8,0,240.0,452,1989.0,2838,4891,1894,1453,4,5,manual,hybrid,FWD,107106.0,0.552,1.91,EURO 6,104.7,5.24,25026,19.1
Audi,A3,2011,suv,,4,1,190.0,311,1735.0,2570,4527,1845,1633,5,5,manual,petrol,RWD,200167.0,0.357,0.0,EURO 5,133.7,5.59,20626,17.89
Honda,Accord,2014,sedan,2.58,6,0,200.0,329,1828.0,2701,4544,1849,1452,4,5,cvt,diesel,FWD,99208.0,0.275,0.0,EURO 5,147.2,5.58,17682,17.94
Volkswagen,Tiguan,2021,sedan,3.95,8,0,306.0,528,2031.0,2931,4951,1880,1421,4,5,automatic,diesel,FWD,139907.0,0.589,0.0,EURO 6d,175.9,6.66,30241,15.01
Volkswagen,Golf,2011,wagon,1.23,4,1,138.0,229,1567.0,2526,4240,1767,1422,5,5,automatic,petrol,FWD,279920.0,0.62,0.0,EURO 5,,5.69,11469,17.58
Ford,Fusion,2022,sedan,2.45,6,1,216.0,359,1783.0,2670,4444,1862,1404,4,5,cvt,petrol,AWD,51939.0,0.642,0.0,EURO 6d,181.1,7.57,32149,13.21
Kia,Sportage,2024,suv,1.89,4,0,150.0,278,2001.0,2633,4502,1848,1623,5,7,automatic,petrol,FWD,29753.0,0.65,0.0,EURO 6d,144.4,6.04,26480,16.56
Ford,Fusion,2005,suv,1.57,4,0,128.0,191,1986.0,2601,4409,1836,1617,5,7,dct,petrol,FWD,365037.0,0.093,0.0,EURO 4,156.0,6.52,8712,15.33
Toyota,RAV4,2014,hatchback,2.03,4,1,211.0,335,1630.0,2677,4349,1799,1429,5,5,automatic,petrol,AWD,176137.0,0.24,0.0,EURO 5,143.0,5.98,22622,16.73
Volkswagen,Polo,2005,pickup,1.21,4,0,117.0,150,2031.0,2800,4613,1772,1428,4,5,cvt,hybrid,AWD,265876.0,0.39,1.31,EURO 4,92.6,4.63,7222,21.61
Ford,F-150,2024,sedan,2.72,6,1,246.0,409,1684.0,2780,4519,1890,1484,4,5,cvt,petrol,RWD,4312.0,0.163,0.0,EURO 6d,132.1,5.52,31290,18.1
Nissan,Rogue,2009,coupe,1.27,4,1,111.0,187,1520.0,2605,4266,1746,1460,2,5,automatic,petrol,FWD,123789.0,0.389,0.0,EURO 4,,4.88,17861,20.48
Hyundai,Ioniq,2013,crossover,1.04,3,0,133.0,192,1830.0,2469,4180,1767,1584,5,5,automatic,petrol,AWD,109764.0,0.825,0.0,EURO 5,165.7,6.93,19709,14.44
Toyota,Camry,2005,hatchback,1.69,4,1,160.0,257,1433.0,2626,4284,1809,1479,5,5,manual,petrol,FWD,240900.0,0.427,0.0,EURO 4,142.0,5.94,12419,16.84
Honda,Civic,2014,sedan,1.77,4,1,180.0,284,1507.0,2616,4350,1763,1467,4,5,automatic,hybrid,FWD,167997.0,0.263,2.3,EURO 5,93.3,4.67,14936,21.43
Honda,Fit,2009,sedan,1.67,4,1,145.0,218,1405.0,2589,4308,1769,1420,4,5,automatic,petrol,FWD,22311.0,0.598,0.0,EURO 4,162.2,6.78,13199,14.74
BMW,3 Series,2008,suv,2.32,6,1,282.0,420,2140.0,2679,4656,1858,1622,5,5,dct,petrol,FWD,386279.0,0.357,0.0,EURO 4,157.1,6.57,18828,15.23
Honda,Accord,2007,hatchback,2.15,4,1,210.0,352,1462.0,2668,4441,1825,1441,5,5,manual,hybrid,RWD,162481.0,0.36,1.49,EURO 4,79.5,3.97,15644,25.17
Volkswagen,Polo,2011,sedan,5.51,12,1,470.0,769,2498.0,3016,5248,2003,1458,4,5,automatic,diesel,FWD,446257.0,0.285,0.0,EURO 5,206.5,7.82,28290,12.79
Chevrolet,Equinox,2019,crossover,2.28,6,0,167.0,285,2110.0,2656,4458,1817,1530,5,5,manual,hybrid,FWD,94096.0,0.591,1.75,EURO 6,111.0,5.55,20766,18.01
Honda,Fit,2018,hatchback,2.46,6,0,180.0,326,1673.0,2608,4436,1808,1470,5,5,automatic,hybrid,FWD,102584.0,0.309,1.68,EURO 6,88.0,4.4,24069,22.73
Honda,Fit,2018,sedan,3.47,8,0,234.0,443,1876.0,2879,4757,1884,1408,4,5,automatic,hybrid,RWD,110526.0,0.131,1.57,EURO 6,104.7,5.24,28375,19.1
Honda,CR-V,2019,hatchback,1.58,4,0,139.0,276,1576.0,2592,4211,1793,1447,5,5,automatic,diesel,AWD,148831.0,0.433,0.0,EURO 6,138.1,5.23,26093,19.11
Kia,Sportage,2020,sedan,1.01,3,0,81.0,126,1376.0,2527,4235,1726,1419,4,5,automatic,petrol,FWD,118128.0,0.412,0.0,EURO 6,114.3,4.78,20945,20.92
Toyota,Corolla,2010,crossover,2.74,6,0,154.0,310,2018.0,2781,4537,1865,1538,5,5,dct,petrol,FWD,268399.0,0.062,0.0,EURO 5,117.7,4.92,13217,20.33
Toyota,Prius,2024,sedan,0.86,3,0,85.0,125,1377.0,2526,4069,1709,1465,4,5,automatic,petrol,FWD,11297.0,0.125,0.0,EURO 6d,103.7,4.33,24571,23.07
Audi,Q5,2012,suv,1.85,4,1,226.0,307,1984.0,2617,4539,1846,1633,5,7,automatic,,FWD,381615.0,0.346,2.42,EURO 5,110.7,5.54,16286,18.06
Kia,Optima,2011,crossover,4.25,8,1,308.0,549,2312.0,2940,4936,1913,1543,5,5,automatic,petrol,FWD,262986.0,0.411,0.0,EURO 5,309.0,12.92,20402,7.74
Honda,Accord,2008,hatchback,3.72,8,1,305.0,506,1974.0,2874,4845,1952,1471,5,5,automatic,petrol,FWD,169889.0,0.304,0.0,EURO 4,153.0,6.4,22391,15.64
Toyota,RAV4,2006,wagon,3.72,8,0,224.0,394,2223.0,2834,4731,1928,1467,5,5,cvt,hybrid,RWD,367907.0,0.57,2.03,EURO 4,104.5,5.22,14198,19.14
Honda,Accord,2008,sedan,2.72,6,0,205.0,311,1775.0,2695,4617,1880,1421,4,5,cvt,electric,FWD,313820.0,0.663,99.0,EURO 4,1.6,2.19,20408,45.56
BMW,X3,2018,crossover,1.39,4,1,219.0,326,1771.0,2515,4316,1735,1560,5,5,cvt,petrol,RWD,107997.0,0.139,0.0,EURO 6,145.8,6.09,26864,16.41
Mercedes,E-Class,2012,sedan,3.2,8,1,386.0,578,1900.0,2803,4712,1850,1438,4,5,automatic,hybrid,FWD,289851.0,0.506,1.84,EURO 5,117.4,5.87,23634,17.03
Toyota,Corolla,2023,sedan,3.03,6,0,229.0,430,1725.0,2793,4710,1855,1430,4,5,manual,diesel,RWD,27534.0,0.609,0.0,EURO 6d,143.6,5.44,36768,18.38
Volkswagen,Polo,2012,sedan,3.09,6,0,221.0,363,1986.0,2821,4653,1839,1458,4,5,automatic,petrol,AWD,303732.0,0.551,0.0,EURO 5,170.1,7.11,20016,14.06
Toyota,Corolla,2012,sedan,4.8,8,1,339.0,576,2234.0,2986,5187,1976,1403,4,5,automatic,hybrid,FWD,180701.0,0.414,2.4,EURO 5,118.6,5.93,26037,16.86
Chevrolet,Equinox,2007,crossover,4.41,8,0,342.0,587,2411.0,2922,4981,1991,1573,5,5,automatic,diesel,FWD,257072.0,0.076,0.0,EURO 4,167.9,6.36,20524,15.72
Mercedes,GLE,2023,suv,1.98,4,0,267.0,406,2056.0,2637,4621,1869,1619,5,5,manual,petrol,FWD,39843.0,0.315,0.0,EURO 6d,158.0,6.61,34474,15.14
Mercedes,GLC,2008,hatchback,3.16,6,0,311.0,492,1797.0,2791,4749,1869,1452,5,5,automatic,hybrid,FWD,75929.0,0.567,2.16,EURO 4,113.1,5.66,27642,17.68
Hyundai,Tucson,2010,wagon,2.32,6,0,154.0,285,2041.0,2638,4386,1806,1461,5,5,automatic,petrol,AWD,300169.0,0.315,0.0,EURO 5,185.3,7.75,17460,12.91
Hyundai,Tucson,2011,suv,1.71,4,1,166.0,285,1963.0,2572,4576,1863,1616,5,5,automatic,petrol,FWD,69674.0,0.44,0.0,EURO 5,128.9,5.39,16173,18.55
Toyota,Corolla,2013,crossover,1.29,4,1,164.0,230,1822.0,2532,4269,1730,1587,5,5,manual,petrol,AWD,289690.0,0.426,0.0,EURO 5,128.3,5.36,15623,18.65
Chevrolet,Equinox,2020,sedan,,3,1,126.0,189,1278.0,2540,4119,1706,1452,4,5,automatic,petrol,FWD,0.0,0.202,0.0,EURO 6,134.3,5.62,21267,17.81
Toyota,RAV4,2011,suv,3.59,8,0,248.0,429,2332.0,2859,4956,1916,1651,5,5,manual,petrol,FWD,99401.0,0.181,0.0,EURO 5,134.6,5.63,29061,17.77
Toyota,Corolla,2009,crossover,3.13,6,0,221.0,406,1999.0,2684,4670,1871,1563,5,5,automatic,petrol,FWD,242750.0,0.05,0.0,EURO 4,154.8,6.47,16996,15.45
Volkswagen,Passat,2008,hatchback,2.34,6,1,244.0,366,1578.0,2655,4478,1858,1442,5,5,automatic,diesel,FWD,171762.0,0.183,0.0,EURO 4,152.6,5.78,15292,17.3
BMW,3 Series,2010,sedan,1.36,4,0,187.0,277,1642.0,2573,4245,1789,1469,4,5,manual,hybrid,AWD,247351.0,0.439,2.39,EURO 5,95.9,4.79,21583,20.86
BMW,X3,2013,sedan,1.32,4,1,213.0,314,1432.0,2565,4208,1728,1458,4,5,automatic,petrol,FWD,329065.0,0.419,0.0,EURO 5,120.8,5.05,22609,19.8
Hyundai,Elantra,2021,coupe,1.52,4,1,142.0,285,1554.0,2575,4271,1771,1461,2,5,automatic,hybrid,RWD,67781.0,0.228,1.43,EURO 6d,100.8,5.04,33284,19.85
Honda,Civic,2016,crossover,3.66,8,0,251.0,441,2175.0,2902,4878,1928,1574,5,5,automatic,petrol,RWD,83041.0,0.232,0.0,EURO 6,170.8,7.14,29293,14.0
BMW,5 Series,2018,coupe,1.55,4,1,199.0,264,1635.0,2611,4210,1753,1429,2,5,automatic,hybrid,FWD,99261.0,0.479,2.14,EURO 6,90.5,4.53,31039,22.1
Honda,CR-V,2024,suv,1.66,4,0,159.0,205,1735.0,2573,4504,1813,1643,5,5,manual,petrol,FWD,7142.0,0.459,0.0,EURO 6d,104.6,4.37,26985,22.86
Nissan,Sentra,2007,suv,2.92,6,0,197.0,326,2105.0,2811,4856,1913,1642,5,5,manual,petrol,FWD,306432.0,0.347,0.0,EURO 4,165.9,6.93,12890,14.42
BMW,5 Series,2024,hatchback,2.75,6,1,338.0,546,1883.0,2708,4521,1848,1420,5,5,cvt,diesel,FWD,15333.0,0.559,0.0,EURO 6d,196.3,7.44,38210,13.45
Chevrolet,Silverado,2020,hatchback,2.42,6,0,223.0,370,1511.0,2703,4538,1830,1451,5,5,automatic,diesel,FWD,99349.0,0.45,0.0,EURO 6,121.5,4.6,25811,21.73
Kia,Optima,2021,suv,4.64,8,1,371.0,642,2843.0,2929,5344,2044,1628,5,5,automatic,petrol,AWD,73607.0,0.201,0.0,EURO 6d,277.1,11.59,31154,8.63
Mercedes,GLE,2012,sedan,1.98,4,1,269.0,414,1454.0,2630,4329,1815,1471,4,5,automatic,petrol,RWD,188437.0,0.414,0.0,EURO 5,156.2,6.53,25268,15.31
Kia,Sportage,2008,suv,1.07,3,1,110.0,192,1841.0,2535,4345,1801,1616,5,7,manual,hybrid,RWD,257888.0,0.626,1.74,EURO 4,89.4,4.47,13276,22.36
Honda,CR-V,2011,crossover,2.48,6,0,184.0,310,2251.0,2728,4512,1849,1548,5,5,automatic,electric,AWD,112555.0,0.38,83.88,EURO 5,0.8,2.24,26378,44.74
Toyota,RAV4,2010,sedan,3.3,8,0,236.0,401,1919.0,2813,4687,1919,1441,4,5,automatic,hybrid,FWD,203101.0,0.669,2.01,EURO 5,103.2,5.16,19295,19.38
Ford,Escape,2018,sedan,1.9,4,1,216.0,384,1477.0,2600,4361,1819,1437,4,5,automatic,petrol,FWD,172299.0,0.548,0.0,EURO 6,111.4,4.66,23673,21.46
Hyundai,Elantra,2020,sedan,3.08,6,0,196.0,355,1928.0,2788,4697,1848,1434,4,5,dct,diesel,FWD,42727.0,0.263,0.0,EURO 6,146.2,5.54,33999,18.06
Mercedes,GLC,2012,crossover,1.1,3,1,202.0,303,1656.0,2516,4208,1746,1574,5,5,automatic,petrol,FWD,313112.0,0.166,0.0,EURO 5,127.7,5.34,14329,18.73
Audi,Q5,2021,crossover,2.02,4,0,211.0,328,1986.0,2653,4406,1800,1581,5,5,automatic,petrol,RWD,52279.0,0.449,0.0,EURO 6d,185.8,7.77,34470,12.87
Toyota,Camry,2020,suv,3.83,8,0,253.0,460,2480.0,2845,5086,1951,1633,5,7,manual,hybrid,FWD,122274.0,0.316,2.31,EURO 6,100.0,5.0,28269,20.0
Mercedes,GLC,2017,sedan,1.97,4,1,266.0,420,1553.0,2654,4360,1804,1411,4,5,manual,petrol,FWD,100901.0,0.339,0.0,EURO 6,157.3,6.58,27118,15.21
Honda,Fit,2019,sedan,1.75,4,0,152.0,277,1374.0,2542,4415,1784,1459,4,5,automatic,hybrid,FWD,76815.0,0.561,1.24,EURO 6,82.0,4.1,24923,24.4
Ford,Fusion,2007,sedan,1.25,4,1,151.0,268,1469.0,2565,4185,1764,1437,4,5,automatic,petrol,FWD,247593.0,0.385,0.0,EURO 4,125.4,5.24,11015,19.08
Honda,Accord,2018,wagon,2.17,4,1,223.0,345,1888.0,2663,4456,1799,1424,5,5,automatic,hybrid,FWD,71846.0,0.303,1.73,EURO 6,104.7,5.24,22689,19.1
Ford,Fusion,2019,suv,0.9,3,0,135.0,215,1819.0,2497,4289,1835,1623,5,5,manual,petrol,FWD,89735.0,0.579,0.0,EURO 6,125.2,5.24,22214,19.1
Volkswagen,Polo,2022,suv,5.14,12,1,434.0,719,2716.0,3015,5350,2050,1622,5,5,automatic,petrol,FWD,15070.0,0.263,0.0,EURO 6d,299.7,12.53,42314,7.98
Toyota,Prius,2018,wagon,3.67,8,0,242.0,455,2235.0,2809,4825,1892,1476,5,5,manual,diesel,FWD,110582.0,0.371,0.0,EURO 6,169.0,6.4,25130,15.62
Toyota,RAV4,2021,suv,2.33,6,0,170.0,286,2189.0,2667,4719,1863,1627,5,7,cvt,petrol,AWD,58220.0,0.816,0.0,EURO 6d,145.7,6.09,25228,16.42
Chevrolet,Equinox,2015,sedan,6.5,12,1,511.0,853,2640.0,3154,5441,2050,1462,4,5,manual,petrol,RWD,94469.0,0.061,0.0,EURO 6,320.5,13.4,35753,7.46
Honda,Civic,2012,sedan,1.6,4,1,176.0,264,1492.0,2576,4292,1780,1447,4,5,automatic,petrol,FWD,282705.0,0.284,0.0,EURO 5,136.5,5.71,12881,17.52
Honda,Civic,2023,hatchback,2.61,6,1,239.0,363,1653.0,2762,4560,1845,1464,5,5,manual,diesel,FWD,56563.0,0.544,0.0,EURO 6d,121.2,4.59,26659,21.77
Ford,F-150,2019,sedan,2.21,6,1,202.0,319,1775.0,2670,4478,1785,1447,4,5,automatic,petrol,FWD,126439.0,0.282,0.0,EURO 6,145.0,6.06,21478,16.5
Nissan,Rogue,2018,sedan,0.98,3,1,130.0,239,1514.0,2538,4136,1734,1437,4,5,cvt,petrol,AWD,120905.0,0.573,0.0,EURO 6,124.0,5.19,21426,19.29
BMW,X3,2006,sedan,3.09,6,1,353.0,587,1728.0,2766,4695,1872,1459,4,5,automatic,petrol,RWD,450000.0,0.262,0.0,EURO 4,148.6,6.21,15714,16.1
Audi,A4,2013,sedan,1.12,3,1,175.0,241,1404.0,2525,4144,1741,1433,4,5,automatic,petrol,FWD,372990.0,0.711,0.0,EURO 5,127.5,5.33,20216,18.76
Ford,Fusion,2018,crossover,2.23,6,1,228.0,388,2002.0,2688,4479,1797,1567,5,5,automatic,petrol,FWD,99309.0,0.586,0.0,EURO 6,188.8,7.89,26139,12.67
Honda,Fit,2019,sedan,1.5,4,0,122.0,219,1596.0,2590,4289,1747,1459,4,5,manual,diesel,AWD,130139.0,0.554,0.0,EURO 6,129.6,4.91,19699,20.37
Audi,A3,2005,crossover,,3,0,157.0,240,1544.0,2480,4186,1708,1559,5,5,manual,hybrid,RWD,437184.0,0.764,2.08,EURO 4,86.7,4.34,12048,23.06
BMW,5 Series,2006,sedan,1.48,4,1,216.0,276,1429.0,2623,4255,1744,1460,4,5,automatic,petrol,FWD,123524.0,0.364,0.0,EURO 4,151.3,6.33,15779,15.8
Chevrolet,Cruze,2012,sedan,2.41,6,0,222.0,383,1681.0,2683,4501,1833,1454,4,5,automatic,petrol,FWD,241272.0,0.354,0.0,EURO 5,172.8,7.22,15394,13.84
Toyota,Prius,2020,sedan,2.58,6,1,200.0,370,1658.0,2683,4657,1816,1463,4,5,manual,hybrid,FWD,96463.0,0.447,2.04,EURO 6,101.0,5.05,24711,19.81
Hyundai,Ioniq,2014,suv,0.83,3,1,113.0,110,1648.0,2485,4324,1802,1644,5,7,dct,petrol,FWD,80416.0,0.112,0.0,EURO 5,105.9,4.43,17321,22.59
Hyundai,Elantra,2022,sedan,4.35,8,0,276.0,527,2235.0,2959,4879,1964,1462,4,5,automatic,hybrid,AWD,53260.0,0.364,2.43,EURO 6d,,5.73,38740,17.46
Honda,Fit,2009,crossover,1.2,4,0,151.0,216,1783.0,2579,4184,1760,1569,5,5,dct,petrol,FWD,224604.0,0.285,0.0,EURO 4,156.2,6.53,12927,15.31
Nissan,Rogue,2021,coupe,2.69,6,0,211.0,347,1910.0,2713,4542,1839,1447,2,5,automatic,diesel,FWD,40086.0,0.582,0.0,EURO 6d,186.3,7.06,27273,14.17
Nissan,Rogue,2015,pickup,2.85,6,0,212.0,367,2347.0,2967,5011,1856,1450,4,5,manual,petrol,FWD,251042.0,0.457,0.0,EURO 6,148.4,6.2,20284,16.12
Ford,Focus,2014,coupe,3.04,6,0,256.0,431,1937.0,2730,4647,1869,1439,2,5,manual,petrol,FWD,213108.0,0.537,0.0,EURO 5,152.1,6.36,23423,15.72
